,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1950,Hyundai Xcent 1.2 VTVT S,2019.0,600000,80000.0,Petrol,Individual,Manual,First Owner
1951,Hyundai Creta 1.6 CRDi SX Plus,2018.0,1250000,30000.0,Diesel,Individual,Manual,First Owner
1952,Maruti Swift VDI BSIV,2011.0,270000,120000.0,Diesel,Individual,Manual,First Owner
1953,Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,400000,110000.0,Diesel,Individual,Manual,First Owner
1954,Ford Fiesta 1.4 ZXi Leather,2007.0,100000,170000.0,Petrol,Individual,Manual,First Owner
1955,Audi A6 2.7 TDI,2010.0,850000,46000.0,Diesel,Individual,Automatic,First Owner
1956,Maruti Swift Dzire ZDI,2015.0,470000,91365.0,Diesel,Dealer,Manual,First Owner
1957,Maruti Ertiga VDI,2013.0,250999,80000.0,Diesel,Individual,Manual,First Owner
1958,Maruti Swift Dzire VDI,2013.0,495000,31800.0,Diesel,Dealer,Manual,First Owner
1959,Maruti Wagon R CNG LXI,2013.0,310000,59100.0,CNG,Dealer,Manual,First Owner
1960,Honda Jazz 1.2 V i VTEC,2016.0,540000,31200.0,Petrol,Dealer,Manual,First Owner
1961,Maruti Ciaz VDi Plus SHVS,2016.0,665000,51000.0,Diesel,Dealer,Manual,First Owner
1962,Audi A4 2.0 TDI,2011.0,1295000,58000.0,Diesel,Dealer,Automatic,First Owner
1963,Maruti Ciaz VDI SHVS,2016.0,675000,50900.0,Diesel,Dealer,Manual,First Owner
1964,Maruti Vitara Brezza ZDi Plus Dual Tone,2018.0,980000,10000.0,Diesel,Individual,Manual,First Owner
1965,Chevrolet Beat Diesel LS,2014.0,320000,60000.0,Diesel,Individual,Manual,First Owner
1966,Maruti Baleno Zeta 1.3,2016.0,600000,72000.0,Diesel,Individual,Manual,First Owner
1967,Hyundai Xcent 1.2 Kappa S,2016.0,300000,96000.0,Petrol,Individual,Manual,First Owner
1968,Chevrolet Beat Diesel LS,2014.0,305000,66000.0,Diesel,Individual,Manual,First Owner
1970,Maruti Wagon R LXI Minor,2009.0,106000,70000.0,Petrol,Individual,Manual,First Owner
1971,Tata Tiago 1.2 Revotron XZ,2019.0,539000,2417.0,Petrol,Individual,Manual,First Owner
1973,Mahindra Scorpio BSIV,2018.0,707000,60000.0,Diesel,Individual,Manual,First Owner
1974,Maruti Eeco CNG 5 Seater AC BSIV,2020.0,495000,7000.0,CNG,Individual,Manual,First Owner
1975,Tata Indigo TDI,2012.0,200000,35000.0,Diesel,Individual,Manual,First Owner
1977,Volkswagen Polo 1.2 MPI Highline,2014.0,425000,40000.0,Petrol,Individual,Manual,First Owner
1978,Maruti S-Cross Delta DDiS 200 SH,2019.0,950000,10000.0,Diesel,Individual,Manual,First Owner
1979,Maruti Swift Dzire VDI,2015.0,535000,80000.0,Diesel,Individual,Manual,First Owner
1980,Volkswagen Vento Diesel Trendline,2011.0,325000,70000.0,Diesel,Individual,Manual,First Owner
1981,Tata New Safari DICOR 2.2 EX 4x2,2010.0,350000,100000.0,Diesel,Individual,Manual,First Owner
1982,Chevrolet Cruze LTZ,2011.0,345000,65500.0,Diesel,Individual,Manual,First Owner
1983,Mahindra Scorpio 1.99 S10,2016.0,1025000,70000.0,Diesel,Individual,Manual,First Owner
1984,Maruti Alto 800 LXI,2012.0,120000,50000.0,Petrol,Individual,Manual,First Owner
1985,Maruti Celerio VXI,2016.0,340000,56000.0,Petrol,Dealer,Manual,First Owner
1986,Maruti Alto LX,2006.0,150000,140300.0,Petrol,Individual,Manual,First Owner
1987,Maruti Alto K10 2010-2014 VXI,2010.0,115999,70000.0,Petrol,Individual,Manual,First Owner
1995,Mahindra XUV500 W8 2WD,2014.0,750000,41988.0,Diesel,Dealer,Manual,First Owner
1996,Renault KWID Climber 1.0 AMT BSIV,2017.0,350000,7658.0,Diesel,Dealer,Automatic,First Owner
1998,Maruti Swift Dzire VDI,2017.0,611000,60000.0,Diesel,Dealer,Manual,First Owner
2000,Hyundai EON 1.0 Era Plus,2012.0,225000,48000.0,Petrol,Dealer,Manual,First Owner
2004,Maruti Zen Estilo LXI BSIII,2007.0,275000,10211.0,Petrol,Individual,Manual,First Owner
2005,Maruti Celerio ZDi,2015.0,350000,120000.0,Diesel,Individual,Manual,First Owner
2006,Maruti Celerio ZXI,2017.0,409999,35000.0,Petrol,Individual,Manual,First Owner
2007,Hyundai Verna 1.6 SX,2012.0,500000,130000.0,Diesel,Individual,Manual,First Owner
2008,Maruti Swift Dzire ZXI Plus,2017.0,800000,15000.0,Petrol,Individual,Manual,First Owner
2009,Mahindra Scorpio SLE BSIV,2012.0,525000,145000.0,Diesel,Individual,Manual,First Owner
2010,Datsun GO Plus Remix Limited Edition,2016.0,300000,35000.0,Petrol,Individual,Manual,First Owner
2011,Mahindra Bolero Power Plus Plus AC BSIV PS,2018.0,800000,35000.0,Diesel,Individual,Manual,First Owner
2012,Maruti 800 AC,2013.0,100000,80000.0,Petrol,Individual,Manual,First Owner
2014,Maruti Alto 800 LXI,2015.0,265000,32933.0,Petrol,Dealer,Manual,First Owner
2015,Maruti Wagon R LXI,2008.0,175000,54551.0,Petrol,Dealer,Manual,First Owner
2016,Maruti Omni 8 Seater BSIV,2014.0,250999,57112.0,Petrol,Dealer,Manual,First Owner
2017,Hyundai Xcent 1.2 VTVT S AT,2015.0,471000,41025.0,Petrol,Dealer,Automatic,First Owner
2018,Maruti Swift Dzire LDI,2019.0,650000,5000.0,Diesel,Individual,Manual,First Owner
2019,Maruti Swift Dzire LDI,2019.0,650000,60000.0,Diesel,Individual,Manual,First Owner
2020,Maruti Alto 800 LXI CNG,2013.0,245000,64111.0,CNG,Dealer,Manual,First Owner
2021,Maruti Ritz LXi,2011.0,221000,78892.0,Petrol,Dealer,Manual,First Owner
2022,Hyundai i20 1.2 Asta,2011.0,271000,74113.0,Petrol,Dealer,Manual,First Owner
2023,Maruti Wagon R VXI,2012.0,290000,80000.0,Petrol,Dealer,Manual,First Owner
2024,Maruti Swift VXi BSIV,2017.0,525000,39000.0,Petrol,Dealer,Manual,First Owner
2025,Volkswagen Vento 1.6 Highline,2012.0,377000,84775.0,Petrol,Dealer,Manual,First Owner
2026,Tata Nano LX SE,2012.0,95000,20778.0,Petrol,Dealer,Manual,First Owner
2027,Honda Amaze S i-Vtech,2015.0,450000,43192.0,Petrol,Dealer,Manual,First Owner
2028,Tata Nano Twist XE,2014.0,140000,44416.0,Petrol,Dealer,Manual,First Owner
2029,Maruti Ciaz VDi Plus SHVS,2016.0,701000,60000.0,Diesel,Dealer,Manual,First Owner
2030,Maruti Baleno Delta Automatic,2018.0,520000,50000.0,Petrol,Individual,Automatic,First Owner
2031,Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017.0,550000,100000.0,Diesel,Individual,Manual,First Owner
2032,Renault Pulse RxZ,2015.0,420000,100000.0,Diesel,Individual,Manual,First Owner
2033,Mahindra XUV500 W7 BSIV,2018.0,1150000,20000.0,Diesel,Individual,Manual,First Owner
2034,Maruti Ciaz 1.4 Zeta,2017.0,680000,46000.0,Petrol,Individual,Manual,First Owner
2035,Maruti Swift VDI,2012.0,425000,40000.0,Diesel,Individual,Manual,First Owner
2036,Volkswagen Jetta 1.4 TSI Comfortline,2017.0,936999,60800.0,Petrol,Individual,Manual,First Owner
2037,Maruti 800 AC,2007.0,80000,120000.0,Petrol,Individual,Manual,First Owner
2038,Tata Nano CX,2014.0,55000,40000.0,Petrol,Individual,Manual,First Owner
2039,Maruti Alto 800 LXI,2019.0,210000,20000.0,Petrol,Individual,Manual,First Owner
2040,Tata Tiago 1.05 Revotorq XM,2017.0,260000,50000.0,Diesel,Individual,Manual,First Owner
2041,Tata Zest Quadrajet 1.3,2016.0,250000,60000.0,Diesel,Individual,Manual,First Owner
2042,Tata Indica Vista Aqua TDI BSIII,2008.0,80000,90000.0,Diesel,Individual,Manual,First Owner
2043,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014.0,500000,100000.0,Diesel,Individual,Manual,First Owner
2045,Chevrolet Cruze LTZ,2015.0,1000000,3600.0,Diesel,Dealer,Manual,First Owner
2046,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,530000,14272.0,Petrol,Dealer,Manual,First Owner
2052,Hyundai Santro LP zipPlus,2003.0,75000,57000.0,Petrol,Individual,Manual,First Owner
2055,Hyundai i20 Magna 1.2,2015.0,540000,60000.0,Petrol,Individual,Manual,First Owner
2057,Maruti SX4 VDI,2011.0,320000,100000.0,Diesel,Individual,Manual,First Owner
2058,Honda Amaze S i-DTEC,2016.0,475000,90000.0,Diesel,Individual,Manual,First Owner
2063,Maruti 800 AC,2014.0,60000,70000.0,Petrol,Individual,Manual,First Owner
2067,Chevrolet Enjoy 1.3 TCDi LS 8,2013.0,425000,20000.0,Diesel,Dealer,Manual,First Owner
2071,Tata Indica GLS BS IV,2008.0,70000,60000.0,Petrol,Individual,Manual,First Owner
2072,Chevrolet Sail Hatchback 1.3 TCDi,2015.0,281000,40000.0,Diesel,Individual,Manual,First Owner
2073,Tata Indigo Grand Dicor,2013.0,211000,80000.0,Diesel,Individual,Manual,First Owner
2074,Hyundai Elite i20 Petrol Magna Exective,2018.0,550000,11000.0,Petrol,Individual,Manual,First Owner
2075,Chevrolet Enjoy TCDi LT 8 Seater,2014.0,350000,110000.0,Diesel,Individual,Manual,First Owner
2076,Maruti Wagon R VXI AMT,2017.0,420000,19890.0,Petrol,Dealer,Automatic,First Owner
2077,Renault KWID RXT,2015.0,270000,20969.0,Petrol,Individual,Manual,First Owner
2078,Maruti Celerio VXI,2016.0,399000,20194.0,Petrol,Dealer,Manual,First Owner
2079,Ford Figo Trend,2016.0,440000,34982.0,Petrol,Dealer,Manual,First Owner
2080,Hyundai EON Magna,2012.0,250000,44588.0,Petrol,Dealer,Manual,First Owner
2081,Ford Ecosport 1.5 Diesel Titanium,2016.0,650000,57904.0,Diesel,Dealer,Manual,First Owner
2082,Maruti Alto K10 VXI,2015.0,270000,59258.0,Petrol,Dealer,Manual,First Owner
2083,Ford Figo Trend,2016.0,390000,60826.0,Petrol,Dealer,Manual,First Owner
2084,Mahindra XUV500 W10 2WD,2014.0,1500000,50000.0,Diesel,Individual,Manual,First Owner
2085,Maruti 800 AC,2014.0,225000,35000.0,Petrol,Individual,Manual,First Owner
2086,Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018.0,1600000,40000.0,Diesel,Individual,Automatic,First Owner
2087,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019.0,800000,10000.0,Petrol,Individual,Manual,First Owner
2088,Honda Amaze E i-Dtech,2013.0,320000,50000.0,Diesel,Individual,Manual,First Owner
2089,Maruti Alto 800 LXI,2016.0,300000,25000.0,Petrol,Individual,Manual,First Owner
2090,Hyundai i20 1.2 Asta Dual Tone,2018.0,740000,25000.0,Petrol,Individual,Manual,First Owner
2091,Datsun RediGO SV 1.0,2019.0,350000,1300.0,Petrol,Individual,Manual,First Owner
2092,Datsun GO T BSIV,2014.0,280000,40000.0,Petrol,Individual,Manual,First Owner
2093,Maruti Swift Dzire AMT VDI,2018.0,675000,50000.0,Diesel,Individual,Automatic,First Owner
2094,Hyundai i10 Era 1.1 iTech SE,2011.0,300000,20000.0,Petrol,Individual,Manual,First Owner
2095,Tata New Safari 3L Dicor LX 4x2,2008.0,300000,120000.0,Diesel,Individual,Manual,First Owner
2096,Maruti Wagon R VXI Minor,2010.0,170000,70000.0,Petrol,Individual,Manual,First Owner
2097,Tata Nano Twist XT,2015.0,82000,19000.0,Petrol,Individual,Manual,First Owner
2098,Mahindra TUV 300 T8,2016.0,690000,75000.0,Diesel,Individual,Manual,First Owner
2099,Hyundai Grand i10 CRDi Asta,2015.0,300000,70000.0,Diesel,Individual,Manual,First Owner
2100,Honda BRV i-DTEC V MT,2017.0,1250000,30000.0,Diesel,Individual,Manual,First Owner
2101,Hyundai Verna CRDi 1.6 EX,2017.0,799000,31707.0,Diesel,Individual,Manual,First Owner
2102,Toyota Fortuner 3.0 Diesel,2010.0,1000000,180000.0,Diesel,Individual,Manual,First Owner
2103,Mahindra Verito 1.5 D2 BSIII,2014.0,250000,30000.0,Diesel,Individual,Manual,First Owner
2104,Hyundai Verna 1.6 i ABS,2009.0,200000,60000.0,Petrol,Individual,Manual,First Owner
2108,Renault Duster 85PS Diesel RxL,2016.0,700000,160000.0,Diesel,Individual,Manual,First Owner
2109,Maruti Swift ZDi BSIV,2016.0,520000,41000.0,Diesel,Individual,Manual,First Owner
2110,Tata Indigo LS,2012.0,150000,90000.0,Diesel,Individual,Manual,First Owner
2111,Hyundai i10 Magna 1.1,2008.0,120000,90000.0,Petrol,Individual,Manual,First Owner
2112,Hyundai i20 Asta Option 1.2,2016.0,600000,25000.0,Petrol,Individual,Manual,First Owner
2113,Volkswagen Vento Petrol Highline,2011.0,400000,60000.0,Petrol,Individual,Manual,First Owner
2114,Maruti Baleno Alpha 1.2,2015.0,550000,30000.0,Petrol,Individual,Manual,First Owner
2115,Hyundai i20 Asta Option 1.4 CRDi,2016.0,550000,60000.0,Diesel,Individual,Manual,First Owner
2116,Hyundai Grand i10 CRDi Magna,2013.0,320000,73000.0,Diesel,Individual,Manual,First Owner
2118,Renault KWID RXT,2018.0,360000,60000.0,Petrol,Individual,Manual,First Owner
2119,Hyundai i20 1.4 Sportz,2017.0,655000,60000.0,Diesel,Dealer,Manual,First Owner
2120,Chevrolet Beat LT LPG,2011.0,200000,110000.0,LPG,Individual,Manual,First Owner
2121,Renault Duster 85PS Diesel RxL Optional,2012.0,375000,150000.0,Diesel,Individual,Manual,First Owner
2122,Hyundai Verna 1.6 SX,2012.0,470000,109052.0,Diesel,Dealer,Manual,First Owner
2123,Maruti Ciaz VDi,2015.0,550000,90658.0,Diesel,Dealer,Manual,First Owner
2124,Datsun GO T Option BSIV,2015.0,210000,25000.0,Petrol,Individual,Manual,First Owner
2127,Mercedes-Benz E-Class E250 Edition E,2013.0,1451000,81000.0,Diesel,Dealer,Automatic,First Owner
2129,Hyundai Verna SX AT Diesel,2009.0,245000,75000.0,Diesel,Dealer,Automatic,First Owner
2130,Hyundai EON Magna Plus,2018.0,300000,20000.0,Petrol,Individual,Manual,First Owner
2131,Hyundai Xcent 1.2 CRDi E,2017.0,350000,80000.0,Diesel,Individual,Manual,First Owner
2132,Hyundai Elite i20 Asta Option CVT BSIV,2017.0,635000,25000.0,Petrol,Dealer,Automatic,First Owner
2133,Honda City S,2012.0,325000,40700.0,Petrol,Individual,Manual,First Owner
2134,Mahindra XUV500 AT W10 1.99 mHawk,2017.0,1150000,65500.0,Diesel,Dealer,Automatic,First Owner
2135,Tata Indigo GLE BSIII,2008.0,110000,42000.0,Petrol,Dealer,Manual,First Owner
2136,Honda City 1.5 V MT,2018.0,890000,8000.0,Petrol,Dealer,Manual,First Owner
2138,Maruti Ciaz ZXi Plus,2016.0,750000,6000.0,Diesel,Dealer,Manual,First Owner
2140,Maruti Baleno Alpha 1.2,2018.0,690000,11174.0,Petrol,Dealer,Manual,First Owner
2141,Tata Indigo GLS,2008.0,130000,120000.0,Petrol,Individual,Manual,First Owner
2142,Hyundai Elantra 2.0 SX AT,2018.0,1575000,10000.0,Diesel,Individual,Automatic,First Owner
2143,Nissan Sunny Diesel XV,2013.0,325000,105000.0,Diesel,Individual,Manual,First Owner
2144,Maruti S-Cross Sigma DDiS 200 SH,2017.0,690000,41000.0,Diesel,Individual,Manual,First Owner
2145,Hyundai Elantra CRDi S,2013.0,650000,54000.0,Diesel,Dealer,Manual,First Owner
2146,Chevrolet Sail LS ABS,2014.0,375000,40000.0,Diesel,Individual,Manual,First Owner
2147,Hyundai Verna 1.6 SX CRDi (O),2013.0,525000,71000.0,Diesel,Dealer,Manual,First Owner
2148,Maruti Eeco Smiles 5 Seater AC,2016.0,330000,72500.0,Petrol,Dealer,Manual,First Owner
2149,Maruti Eeco Smiles 5 Seater AC,2013.0,280000,76600.0,Petrol,Individual,Manual,First Owner
2150,Maruti Swift ZXI,2014.0,470000,60000.0,Petrol,Individual,Manual,First Owner
2151,Volkswagen Polo Diesel Trendline 1.2L,2011.0,350000,110000.0,Diesel,Individual,Manual,First Owner
2152,Honda City 1.5 V Elegance,2012.0,480000,63000.0,Petrol,Dealer,Manual,First Owner
2153,Hyundai Verna 1.6 CRDi SX,2016.0,620000,60000.0,Diesel,Individual,Manual,First Owner
2154,Datsun GO T BSIV,2014.0,250000,58000.0,Petrol,Individual,Manual,First Owner
2155,Hyundai i20 Magna Optional 1.4 CRDi,2012.0,350000,80000.0,Diesel,Individual,Manual,First Owner
2156,Volkswagen Vento 1.5 TDI Highline,2015.0,465000,130000.0,Diesel,Individual,Manual,First Owner
2157,Maruti Wagon R VXI BS IV,2018.0,425000,15000.0,Petrol,Individual,Manual,First Owner
2159,Hyundai EON Sportz,2016.0,340000,30000.0,Petrol,Individual,Manual,First Owner
2160,Maruti Swift Dzire ZXI,2016.0,620000,35000.0,Petrol,Individual,Manual,First Owner
2161,Tata Manza Club Class Quadrajet90 EX,2012.0,270000,60000.0,Diesel,Individual,Manual,First Owner
2162,Tata Tiago 1.05 Revotorq XZ Plus,2018.0,400000,35000.0,Diesel,Individual,Manual,First Owner
2163,Maruti Wagon R VXI Optional,2015.0,260000,40000.0,Petrol,Individual,Manual,First Owner
2164,Nissan Terrano XL Plus 85 PS,2015.0,490000,70000.0,Diesel,Individual,Manual,First Owner
2165,Hyundai EON Era Plus,2013.0,160000,80000.0,Petrol,Individual,Manual,First Owner
2166,Maruti Alto 800 LXI,2019.0,190000,5000.0,Petrol,Individual,Manual,First Owner
2170,Fiat Linea T Jet Plus,2011.0,500000,20000.0,Petrol,Individual,Manual,First Owner
2171,Toyota Fortuner 4x2 AT,2014.0,1800000,99000.0,Diesel,Individual,Automatic,First Owner
2172,Honda Civic 1.8 V MT,2008.0,320000,90000.0,Petrol,Individual,Manual,First Owner
2173,Honda Civic 1.8 S AT,2007.0,250000,47000.0,Petrol,Dealer,Automatic,First Owner
2174,Hyundai i20 Active 1.2 SX,2018.0,550000,20000.0,Petrol,Individual,Manual,First Owner
2175,Hyundai Grand i10 1.2 Kappa Sportz AT,2019.0,600000,1100.0,Petrol,Individual,Automatic,First Owner
2176,Maruti Alto 800 VXI,2020.0,210000,40000.0,Petrol,Individual,Manual,First Owner
2177,Maruti Alto 800 LXI Airbag,2012.0,210000,15000.0,Petrol,Individual,Manual,First Owner
2178,Maruti Alto LXi,2009.0,150000,40000.0,Petrol,Individual,Manual,First Owner
2179,Hyundai i10 Era 1.1,2008.0,125000,60000.0,Petrol,Individual,Manual,First Owner
2180,Maruti Celerio VXI,2016.0,380000,20000.0,Petrol,Individual,Manual,First Owner
2181,Maruti Baleno Delta 1.2,2019.0,600000,5000.0,Petrol,Individual,Manual,First Owner
2182,Maruti Swift VXI Deca,2016.0,490000,27000.0,Petrol,Individual,Manual,First Owner
2183,Hyundai Venue SX Opt Turbo BSIV,2020.0,1050000,1100.0,Petrol,Individual,Manual,First Owner
2184,Maruti Wagon R LX Minor,2007.0,100000,100000.0,Petrol,Individual,Manual,First Owner
2185,Maruti Wagon R LX BSIII,2007.0,100000,110000.0,Petrol,Individual,Manual,First Owner
2186,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017.0,570000,44077.0,Petrol,Dealer,Automatic,First Owner
2187,Maruti Ertiga SHVS VDI,2017.0,785000,24000.0,Diesel,Individual,Manual,First Owner
2188,Maruti Ciaz S 1.3,2018.0,850000,30000.0,Diesel,Individual,Manual,First Owner
2189,Maruti Baleno Alpha 1.2,2017.0,619000,40000.0,Petrol,Individual,Manual,First Owner
2190,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006.0,500000,50000.0,Diesel,Individual,Manual,First Owner
2191,Mahindra Ingenio CRDe,2014.0,210000,210000.0,Diesel,Individual,Manual,First Owner
2192,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019.0,1900000,20000.0,Diesel,Individual,Manual,First Owner
2193,Chevrolet Beat Diesel LT,2013.0,173000,70000.0,Diesel,Individual,Manual,First Owner
2194,BMW 5 Series 520d Luxury Line,2018.0,4800000,9422.0,Diesel,Individual,Automatic,First Owner
2195,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017.0,710000,110000.0,Diesel,Individual,Automatic,First Owner
2196,Toyota Corolla Altis 1.8 GL,2019.0,1500000,20000.0,Petrol,Individual,Manual,First Owner
2197,Maruti Baleno Zeta 1.2,2017.0,550000,20000.0,Petrol,Individual,Manual,First Owner
2198,Mahindra Scorpio M2DI,2013.0,500000,150000.0,Diesel,Individual,Manual,First Owner
2199,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012.0,300000,250000.0,Diesel,Individual,Manual,First Owner
2200,Hyundai EON Era Plus,2018.0,300000,30000.0,Petrol,Individual,Manual,First Owner
2201,Datsun GO Plus T Option BSIV,2015.0,295000,21000.0,Petrol,Individual,Manual,First Owner
2202,Maruti Ertiga VXI CNG,2018.0,587000,80000.0,CNG,Individual,Manual,First Owner
2203,Maruti Wagon R LXI BS IV,2014.0,300000,50000.0,Diesel,Individual,Manual,First Owner
2204,Volkswagen CrossPolo 1.2 MPI,2016.0,350000,110000.0,Petrol,Individual,Manual,First Owner
2205,Maruti Ertiga VXI Petrol,2018.0,800000,50000.0,Petrol,Individual,Manual,First Owner
2206,Hyundai Xcent 1.1 CRDi S,2016.0,270000,175000.0,Diesel,Individual,Manual,First Owner
2207,Hyundai i20 1.2 Magna Executive,2017.0,540000,60000.0,Petrol,Individual,Manual,First Owner
2208,Volkswagen Vento Diesel Style Limited Edition,2011.0,300000,100000.0,Diesel,Individual,Manual,First Owner
2209,Maruti Ritz VDi,2013.0,330000,63000.0,Diesel,Individual,Manual,First Owner
2210,Maruti Swift Dzire VDI,2013.0,250000,55000.0,Diesel,Individual,Manual,First Owner
2211,Maruti Swift Star VDI,2013.0,250000,55000.0,Diesel,Individual,Manual,First Owner
2212,Chevrolet Beat LT Option,2015.0,240000,60000.0,Petrol,Individual,Manual,First Owner
2213,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020.0,545000,5000.0,Petrol,Individual,Manual,First Owner
2214,Hyundai i10 Magna 1.1 iTech SE,2015.0,300000,48000.0,Petrol,Dealer,Manual,First Owner
2215,Renault KWID RXT,2014.0,240000,50000.0,Petrol,Individual,Manual,First Owner
2216,Renault KWID 1.0 RXT Optional,2018.0,360000,15000.0,Petrol,Individual,Manual,First Owner
2217,Hyundai i20 1.4 CRDi Magna,2012.0,250000,70000.0,Diesel,Individual,Manual,First Owner
2218,Skoda Laura Elegance 2.0 TDI CR AT,2019.0,475000,105000.0,Diesel,Dealer,Automatic,First Owner
2219,Ford EcoSport 1.5 Diesel Trend BSIV,2017.0,700000,50000.0,Diesel,Individual,Manual,First Owner
2220,Mahindra XUV500 W6 2WD,2016.0,1290000,5000.0,Diesel,Individual,Manual,First Owner
2223,Maruti Celerio ZXI AMT BSIV,2018.0,500000,10000.0,Petrol,Individual,Automatic,First Owner
2224,Honda City i VTEC V,2015.0,800000,10000.0,Petrol,Individual,Manual,First Owner
2225,Maruti Wagon R LXI Minor,2008.0,150000,50000.0,Petrol,Individual,Manual,First Owner
2226,Maruti Zen Estilo VXI BSIII,2008.0,80000,120000.0,Petrol,Individual,Manual,First Owner
2227,Tata Nano Cx BSIII,2010.0,70000,10000.0,Petrol,Individual,Manual,First Owner
2228,Hyundai Santro Xing XO,2006.0,80000,110000.0,Petrol,Individual,Manual,First Owner
2229,Hyundai i10 Era,2013.0,265000,50000.0,Petrol,Individual,Manual,First Owner
2230,Hyundai EON Magna Plus Option,2018.0,320000,25000.0,Petrol,Individual,Manual,First Owner
2231,Hyundai Creta 1.6 CRDi SX Option,2016.0,1300000,55000.0,Diesel,Individual,Manual,First Owner
2232,Mahindra Scorpio S11 BSIV,2018.0,1500000,35000.0,Diesel,Individual,Manual,First Owner
2233,Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1800000,110000.0,Diesel,Individual,Automatic,First Owner
2234,Tata Tiago 1.2 Revotron XT,2018.0,420000,80000.0,Petrol,Individual,Manual,First Owner
2235,Maruti Zen Estilo LXI BS IV,2009.0,140000,120000.0,Petrol,Individual,Manual,First Owner
2236,Maruti Alto K10 VXI,2017.0,350000,25000.0,Petrol,Dealer,Manual,First Owner
2237,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018.0,850000,19000.0,Petrol,Individual,Manual,First Owner
2238,Maruti Alto LX,2008.0,140000,54000.0,Petrol,Dealer,Manual,First Owner
2239,Hyundai Grand i10 Asta Option AT,2017.0,525000,19000.0,Petrol,Dealer,Automatic,First Owner
2240,Ford Ecosport 1.5 DV5 MT Titanium,2015.0,470000,146000.0,Diesel,Dealer,Manual,First Owner
2241,Ford Endeavour 3.0L 4X4 AT,2013.0,900000,98000.0,Diesel,Dealer,Automatic,First Owner
2242,Mahindra Verito 1.5 D2 BSIII,2011.0,175000,175000.0,Diesel,Individual,Manual,First Owner
2243,Renault Duster 110PS Diesel RxZ,2017.0,800000,50000.0,Diesel,Individual,Manual,First Owner
2244,Datsun RediGO 1.0 S,2017.0,250000,15000.0,Petrol,Individual,Manual,First Owner
2245,Tata Nexon 1.5 Revotorq XM,2019.0,800000,25000.0,Diesel,Individual,Manual,First Owner
2246,Mahindra XUV500 W6 2WD,2013.0,660000,60000.0,Diesel,Individual,Manual,First Owner
2247,Ford Fiesta 1.4 ZXi Duratec,2010.0,150000,110000.0,Petrol,Individual,Manual,First Owner
2248,Hyundai Elite i20 Sportz Plus BSIV,2019.0,721000,10000.0,Petrol,Individual,Manual,First Owner
2249,Maruti Swift 1.2 DLX,2018.0,300000,35000.0,Petrol,Individual,Manual,First Owner
2250,Mahindra Scorpio BSIV,2019.0,1000000,10000.0,Diesel,Individual,Manual,First Owner
2251,Renault KWID RXT,2016.0,300000,60000.0,Petrol,Individual,Manual,First Owner
2252,Mahindra Scorpio LX,2013.0,450000,120000.0,Diesel,Individual,Manual,First Owner
2253,Maruti Esteem AX,1997.0,79000,70000.0,Petrol,Individual,Automatic,First Owner
2254,Ford Figo 1.5D Trend MT,2017.0,545000,40000.0,Diesel,Individual,Manual,First Owner
2255,Honda Amaze V Diesel BSIV,2018.0,844999,20000.0,Diesel,Individual,Manual,First Owner
2256,Skoda Rapid 1.5 TDI Ambition,2016.0,700000,93000.0,Diesel,Individual,Manual,First Owner
2257,Toyota Etios VD,2016.0,650000,159000.0,Diesel,Individual,Manual,First Owner
2258,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011.0,180000,66000.0,Diesel,Individual,Manual,First Owner
2259,Renault KWID 1.0 RXT Optional,2019.0,400000,10000.0,Petrol,Individual,Manual,First Owner
2260,Volkswagen Vento 1.5 TDI Highline,2015.0,535000,70000.0,Diesel,Individual,Manual,First Owner
2261,Maruti Swift VDI Optional,2017.0,459999,50000.0,Diesel,Individual,Manual,First Owner
2262,Mahindra Bolero DI,2010.0,300000,100000.0,Diesel,Individual,Manual,First Owner
2263,Honda Civic 1.8 V AT,2007.0,280000,60000.0,Petrol,Individual,Automatic,First Owner
2264,Honda Mobilio V i VTEC,2014.0,500000,70000.0,Petrol,Individual,Manual,First Owner
2265,Hyundai Creta 1.6 SX,2019.0,1200000,1200.0,Petrol,Individual,Manual,First Owner
2266,Renault KWID RXT,2016.0,300000,40000.0,Petrol,Individual,Manual,First Owner
2267,Nissan Micra Diesel XV Premium,2011.0,160000,120000.0,Diesel,Individual,Manual,First Owner
2268,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,600000,238000.0,Diesel,Individual,Manual,First Owner
